filename	sweetNumber	sweetList
D94F82170B68F7A13D8ABC43C00C3454D1BFCF2853CF2F8DE508C30AC9247C7D	1	"[""charge""]"
17D28FB996D4B9986A15BB894E73EF31A384390D762DCDA28EFD5E0D1157BF9C	18	"[""division"", ""leach"", ""flora"", ""psychology"", ""phone"", ""science"", ""land"", ""economics"", ""engineering"", ""glass"", ""current"", ""field"", ""heat"", ""sociology"", ""ice"", ""ion"", ""event"", ""name""]"
5BBAB97A358FEE519817F2CDC9FCE556AF3CAABD10CE740E596D7407D9EDA12B	91	"[""selection"", ""focus"", ""shape"", ""human"", ""access"", ""group"", ""monitor"", ""electricity"", ""lateral"", ""complex"", ""environment"", ""source"", ""spread"", ""stable"", ""policy"", ""joint"", ""fall"", ""emergence"", ""day"", ""evolution"", ""drop"", ""communications"", ""release"", ""steam"", ""mean"", ""coastal"", ""energy"", ""operation"", ""event"", ""transport"", ""theory"", ""scale"", ""space"", ""ice"", ""research"", ""cell"", ""investigation"", ""highway"", ""infrastructure"", ""explosion"", ""linear"", ""power"", ""isotope"", ""throw"", ""climate"", ""simulation"", ""range"", ""point"", ""community"", ""adaptation"", ""trained"", ""landscape"", ""management"", ""stretch"", ""system"", ""station"", ""type"", ""rainfall"", ""glass"", ""line"", ""science"", ""work"", ""air"", ""project"", ""behavior"", ""photosynthesis"", ""history"", ""spectrum"", ""agent"", ""engineering"", ""technology"", ""strength"", ""animation"", ""role"", ""animal"", ""channel"", ""development"", ""plant"", ""transforming"", ""raindrop"", ""molecule"", ""visualize"", ""device"", ""building"", ""center"", ""scenario"", ""age"", ""disease"", ""time"", ""model"", ""chemistry""]"
1898C14FE6E9C4306F23FDDB19ACE9F0D55C8EAE72AEA5595A5469FD555A96A1	7	"[""index"", ""description"", ""work"", ""file"", ""size"", ""local"", ""nursing""]"
05A166D6A43E9B4E75A0119A4F6188094D4D7EFB42787C200C3E4573EB2429ED	56	"[""energy"", ""demand"", ""terrain"", ""evidence"", ""human"", ""sense"", ""transportation"", ""quality"", ""species"", ""native"", ""impact"", ""city"", ""sociology"", ""group"", ""psychology"", ""lead"", ""federal"", ""verify"", ""transform"", ""research"", ""current"", ""state"", ""health"", ""basic"", ""policy"", ""local"", ""composition"", ""do"", ""product"", ""oil"", ""return"", ""theory"", ""power"", ""food"", ""free"", ""indigenous"", ""step"", ""train"", ""background"", ""half"", ""knowledge"", ""loss"", ""name"", ""environment"", ""receive"", ""science"", ""industry"", ""work"", ""well"", ""solution"", ""analysis"", ""motion"", ""time"", ""mean"", ""order"", ""history""]"
A0D646992AAB3957858C45A44D957ABA25630D3BB9DF0C5C0B545986C8BB7F26	164	"[""atmosphere"", ""focus"", ""human"", ""differentiation"", ""tendency"", ""impact"", ""access"", ""ratio"", ""density"", ""absorption"", ""coordinates"", ""removal"", ""environment"", ""experiment"", ""elevation"", ""local"", ""do"", ""mixture"", ""silt"", ""dam"", ""activation"", ""cover"", ""resistance"", ""scaling"", ""joint"", ""grid"", ""background"", ""forested"", ""precipitation"", ""name"", ""signal"", ""cell"", ""median"", ""peroxide"", ""investigate"", ""neutron"", ""clay"", ""accumulation"", ""mean"", ""set"", ""force"", ""occurrence"", ""trend"", ""litter"", ""arc"", ""measurement"", ""dynamics"", ""agriculture"", ""transport"", ""scale"", ""network"", ""lead"", ""gridded"", ""pattern"", ""sum"", ""integration"", ""research"", ""content"", ""state"", ""version"", ""health"", ""boundary"", ""evaluation"", ""exchange"", ""texture"", ""metal"", ""deposition"", ""base"", ""hypothesis"", ""key"", ""contamination"", ""estimate"", ""raster"", ""search"", ""extension"", ""receive"", ""country"", ""region"", ""spray"", ""range"", ""horizon"", ""toxicity"", ""block"", ""pollution"", ""point"", ""wall"", ""communication"", ""period"", ""sampling"", ""decrease"", ""biota"", ""inorganic"", ""quality"", ""landscape"", ""plot"", ""statistics"", ""temperature"", ""area"", ""system"", ""fraction"", ""humus"", ""waste"", ""assessment"", ""function"", ""medium"", ""continuous"", ""bioavailability"", ""climate"", ""ecosystem"", ""volume"", ""hemisphere"", ""investigation"", ""bioaccumulation"", ""potential"", ""population"", ""count"", ""distance"", ""fluorescence"", ""tunnel"", ""science"", ""work"", ""maximum"", ""air"", ""growth"", ""time"", ""error"", ""proof"", ""layer"", ""soil"", ""surface"", ""evidence"", ""file"", ""return"", ""species"", ""monitoring"", ""adsorption"", ""chemical"", ""complex"", ""forest"", ""vegetation"", ""development"", ""map"", ""lag"", ""mapping"", ""collection"", ""combustion"", ""moss"", ""data"", ""exposure"", ""land"", ""center"", ""scenario"", ""average"", ""documentation"", ""well"", ""enrichment"", ""analysis"", ""element"", ""depth"", ""mass"", ""correlation"", ""model"", ""resolution"", ""order""]"
48472973CEC91C2CDE0787DE2BBDD5316DCC45158E616AAC329FA16C1D9DD432	34	"[""set"", ""civil"", ""spring"", ""communication"", ""focus"", ""human"", ""dynamics"", ""event"", ""group"", ""publication"", ""copyright"", ""top"", ""research"", ""state"", ""complex"", ""reconstruction"", ""vehicle"", ""policy"", ""development"", ""diffusion"", ""degree"", ""government"", ""day"", ""center"", ""building"", ""lead"", ""science"", ""region"", ""work"", ""analysis"", ""morning"", ""project"", ""sustainable"", ""resolution""]"
4736C10D455E9EA93E3BE93CB132445116C37A56B383D72A515F300320125A54	16	"[""impact"", ""boulder"", ""search"", ""group"", ""certificate"", ""service"", ""area"", ""spring"", ""indigenous"", ""map"", ""development"", ""fall"", ""position"", ""treaty"", ""navigation"", ""plain""]"
1541E10C3998A6A1DC9C962F207A11FA3593C1D0B53BDBA8CB25659499BBE43D	13	"[""category"", ""do"", ""search"", ""diversity"", ""family"", ""index"", ""system"", ""community"", ""day"", ""content"", ""sustainability"", ""free"", ""event""]"
F5DC8AB2C4869464FC9B55BE43A279582BE2D6784B655A2A6B34E27F7758807A	3	"[""image"", ""data"", ""metadata""]"
34B46789D2E009C1D3E3C074700AB676F19C8CB9C088369D0B8E6DD9E75DF9CF	65	"[""province"", ""lbs"", ""coastal"", ""facility"", ""energy"", ""jurisdiction"", ""crown"", ""community"", ""solution"", ""oil"", ""human"", ""pass"", ""ship"", ""operation"", ""environment"", ""group"", ""service"", ""area"", ""federal"", ""verify"", ""decision"", ""access"", ""state"", ""potential"", ""health"", ""location"", ""branch"", ""policy"", ""construction"", ""type"", ""treatment"", ""body"", ""do"", ""infrastructure"", ""transportation"", ""theory"", ""power"", ""government"", ""food"", ""incidence"", ""free"", ""indigenous"", ""fuel"", ""train"", ""expansion"", ""background"", ""parallel"", ""change"", ""science"", ""loss"", ""land"", ""receive"", ""local"", ""industry"", ""work"", ""well"", ""budget"", ""bay"", ""record"", ""protection"", ""plain"", ""position"", ""route"", ""enforcement"", ""mean""]"
FA28F964E16557D65B40105ACDAD323BED1DF0D2A22BA8B480F426316FCC1B28	30	"[""version"", ""expanding"", ""community"", ""sponge"", ""file"", ""technology"", ""category"", ""current"", ""service"", ""floor"", ""consumer"", ""forestry"", ""production"", ""basic"", ""policy"", ""content"", ""local"", ""power"", ""buffer"", ""mapping"", ""free"", ""pressure"", ""search"", ""interaction"", ""science"", ""well"", ""pdf"", ""navigation"", ""steam"", ""history""]"
B8AD7F729424EC9229C98DD53ED683210552C9BEF4158A31A3491FE8CA3ECFF2	7	"[""management"", ""extension"", ""government"", ""federal"", ""source"", ""state"", ""local""]"
2C9BC81D630FB3C72E9D38B70B0C0B1D053D1522C16A70F205ED500B98092B18	4	"[""search"", ""ocean"", ""publication"", ""description""]"
6D81AEB243A76666C02E300BDD52CEA285AB63DC8F085D84D6CB2CC7051C44BD	34	"[""set"", ""fish"", ""period"", ""dataset"", ""engineering"", ""ecology"", ""station"", ""quality"", ""species"", ""native"", ""trapping"", ""space"", ""research"", ""access"", ""field"", ""state"", ""potential"", ""conservation"", ""bird"", ""metadata"", ""survival"", ""key"", ""sampling"", ""data"", ""structure"", ""population"", ""science"", ""project"", ""network"", ""investigate"", ""weather"", ""processed"", ""permit"", ""output""]"
240EBBB567D129AAB7EA87A6FFE5EACEAF43BB822382D874ED71FCE9FBFA356D	73	"[""body"", ""family"", ""point"", ""color"", ""image"", ""agent"", ""evidence"", ""intensity"", ""frequency"", ""result"", ""clip"", ""duration"", ""pond"", ""event"", ""category"", ""producer"", ""service"", ""source"", ""encoding"", ""continent"", ""equipment"", ""charge"", ""version"", ""instrument"", ""dose"", ""circle"", ""beach"", ""energy"", ""location"", ""function"", ""map"", ""product"", ""elevation"", ""description"", ""format"", ""food"", ""season"", ""reservoir"", ""park"", ""epidemiology"", ""construction"", ""imaging"", ""background"", ""demand"", ""device"", ""line"", ""endtime"", ""condition"", ""population"", ""distance"", ""episode"", ""name"", ""joint"", ""phone"", ""publication"", ""country"", ""industry"", ""polygon"", ""value"", ""side"", ""height"", ""depth"", ""landform"", ""starttime"", ""permit"", ""dataset"", ""position"", ""model"", ""tributary"", ""navigation"", ""order"", ""trailer"", ""quantity""]"
3295BE6227768B3DF4CEB02A138F01E67BB3142BA755A0A345A5E830598BCFCC	12	"[""copyright"", ""particle"", ""desert"", ""technology"", ""image"", ""research"", ""chemical"", ""field"", ""state"", ""position"", ""physics"", ""theoretical""]"
853E4EDADB32B49585FE7D5AFFB7F279673C3F33A0F0B58ED82772FCE3750B54	9	"[""layer"", ""return"", ""period"", ""value"", ""dimension"", ""break"", ""time"", ""assessment"", ""throw""]"
640008BC58B1917C0BD178F7D13E91F9B8D03BBA6E435F7CED1D6CEC5DFAC598	46	"[""feedback"", ""fold"", ""growth"", ""radio"", ""human"", ""shield"", ""impact"", ""archived"", ""feeding"", ""capacity"", ""degree"", ""lead"", ""top"", ""research"", ""chemical"", ""field"", ""state"", ""complex"", ""health"", ""internet"", ""policy"", ""valley"", ""tolerance"", ""channel"", ""profile"", ""belief"", ""power"", ""food"", ""vehicle"", ""choice"", ""fire"", ""drought"", ""desert"", ""potential"", ""building"", ""search"", ""receive"", ""country"", ""morning"", ""exploration"", ""science"", ""position"", ""chemistry"", ""navigation"", ""vision"", ""history""]"
00207BBA88E6FF1A9206CD54B5892516EF6CD18B088D3EF9E34654031083981D	18	"[""do"", ""search"", ""center"", ""government"", ""science"", ""altitude"", ""park"", ""system"", ""community"", ""research"", ""communications"", ""version"", ""budget"", ""policy"", ""training"", ""mesa"", ""comet"", ""history""]"
EE8F8B52001C420DAF80EEBE835DD4F0FFAB5E6985FA20AD98B12053BA0D3224	25	"[""documentation"", ""attribute"", ""community"", ""height"", ""file"", ""size"", ""content"", ""copyright"", ""current"", ""source"", ""version"", ""policy"", ""invariant"", ""metadata"", ""description"", ""free"", ""transmit"", ""front"", ""search"", ""interaction"", ""work"", ""position"", ""navigation"", ""order"", ""history""]"
E080FE58BA0A1422FB7D9EAC8AE472E2C7CD8A4F88919260A4858D9A47AE384A	7	"[""point"", ""season"", ""cover"", ""dataset"", ""peak"", ""data"", ""metadata""]"
46BA15B32DBD8F0E40ABA2EF173F4351E1C6652908B28A1067E1E8361D5F779C	63	"[""opacity"", ""set"", ""force"", ""clip"", ""sequence"", ""process"", ""attribute"", ""image"", ""height"", ""selection"", ""file"", ""pass"", ""reverse"", ""array"", ""work"", ""speed"", ""event"", ""size"", ""index"", ""container"", ""fit"", ""mix"", ""stretch"", ""top"", ""current"", ""color"", ""state"", ""animation"", ""input"", ""cycle"", ""metadata"", ""function"", ""do"", ""return"", ""starttime"", ""fire"", ""continuous"", ""free"", ""break"", ""step"", ""buffer"", ""background"", ""ratio"", ""data"", ""change"", ""name"", ""building"", ""copyright"", ""margin"", ""documentation"", ""cover"", ""count"", ""value"", ""element"", ""slide"", ""delay"", ""loop"", ""behavior"", ""time"", ""position"", ""navigation"", ""order"", ""block""]"
CE1645A512DE1C1260B47F3B4C04ECB9B216EB86599CD4CA35B67D6B7E481222	18	"[""map"", ""training"", ""network"", ""copyright"", ""climate"", ""community"", ""snow"", ""content"", ""state"", ""weather"", ""analysis"", ""county"", ""policy"", ""drought"", ""data"", ""day"", ""hail"", ""evapotranspiration""]"
30393BEF27D5D651D7251C7E609352C0CCB5F6A4684EC95D53029207ECA41B11	22	"[""feedback"", ""process"", ""energy"", ""cluster"", ""human"", ""agriculture"", ""research"", ""health"", ""development"", ""do"", ""transportation"", ""search"", ""day"", ""recreation"", ""navigation"", ""industry"", ""signature"", ""model"", ""consumer"", ""order"", ""vision"", ""mean""]"
FCD41F73895809E30CF5C75080729484B005C9C8CA02A2A441FB8B4520D24FF8	7	"[""set"", ""column"", ""mass"", ""basin"", ""data"", ""ship"", ""metadata""]"
5F5C2B9BAC416B0D6727329CF4D257D48BF0FE8066522384248725C3433DC6EF	52	"[""reflectance"", ""radiance"", ""constant"", ""color"", ""characteristics"", ""image"", ""hail"", ""evidence"", ""shortwave"", ""intensity"", ""ice"", ""coastal"", ""pass"", ""wavelength"", ""convection"", ""morning"", ""quality"", ""operation"", ""cloud"", ""temperature"", ""gradient"", ""top"", ""hurricane"", ""gravity"", ""reflectivity"", ""environment"", ""cooling"", ""storm"", ""policy"", ""genesis"", ""channel"", ""development"", ""satellite"", ""tornado"", ""component"", ""thunderstorm"", ""trough"", ""footprint"", ""horizontal"", ""difference"", ""structure"", ""evolution"", ""brightness"", ""resolution"", ""work"", ""well"", ""analysis"", ""dew"", ""unstable"", ""navigation"", ""loop"", ""surface""]"
4E4F6EF1F8389725206FD630B733417491A32641867FD411D95F8F61DCD0463F	6	"[""profile"", ""search"", ""research"", ""joint"", ""storm"", ""surge""]"
022945FD2508F009DAC6B4492A21A8761B430CF81BB2590FCBAC1CC7DED3FC64	22	"[""energy"", ""human"", ""technology"", ""management"", ""service"", ""federal"", ""agriculture"", ""research"", ""content"", ""state"", ""health"", ""policy"", ""diversity"", ""sustainability"", ""constituent"", ""search"", ""name"", ""compliance"", ""budget"", ""analysis"", ""communications"", ""property""]"
8E1DF5FEB096DBE4308BCE8CAB7BA310DECCC3EBDD2D5E399BEAA3A1DFE34F72	7	"[""irradiance"", ""spectral"", ""set"", ""summit"", ""file"", ""data"", ""metadata""]"
4E8C3E893D881E12A1D7FC389A70FF06191BFC023349E91D8B01781A7B815999	18	"[""search"", ""medium"", ""description"", ""type"", ""image"", ""top"", ""collection"", ""content"", ""field"", ""state"", ""location"", ""error"", ""front"", ""native"", ""resolution"", ""region"", ""cloud"", ""name""]"
4977BEF60148BADBED1C92D538D76A7E015BD4ED3F3B1C0E7C3C7E6CE995848C	25	"[""division"", ""process"", ""spring"", ""community"", ""event"", ""content"", ""strength"", ""group"", ""copyright"", ""area"", ""current"", ""grade"", ""regulation"", ""theoretical"", ""field"", ""description"", ""degree"", ""indigenous"", ""fall"", ""search"", ""center"", ""receive"", ""history"", ""order"", ""mean""]"
BF0BF466ED41F8AB85D471C9929671EB295D6CDB6363FF495698902BE3873DB0	31	"[""manned"", ""version"", ""stream"", ""dataset"", ""landscape"", ""chemistry"", ""capacity"", ""inlet"", ""service"", ""area"", ""lateral"", ""snow"", ""ice"", ""field"", ""station"", ""location"", ""map"", ""hydrosphere"", ""shell"", ""vertical"", ""peat"", ""data"", ""publication"", ""land"", ""copyright"", ""shift"", ""region"", ""well"", ""depth"", ""science"", ""river""]"
59F30209D079E77A40E0C1445E43450D82FF03D1D3114108736EF2AF978F9EED	17	"[""current"", ""mining"", ""center"", ""copyright"", ""field"", ""spring"", ""work"", ""disease"", ""research"", ""cell"", ""joint"", ""engineering"", ""search"", ""biology"", ""input"", ""archive"", ""publication""]"
2A9E9418C1A702E16198891B0F92605749C1066C47879801187DD27D237741FC	6	"[""do"", ""diversity"", ""government"", ""budget"", ""community"", ""military""]"
4E93A53974B5AECCF0CA6BD9490AF7A40C473B54FD4D9B46767F5477D9FE525B	21	"[""opacity"", ""map"", ""copyright"", ""service"", ""area"", ""archive"", ""ecosystem"", ""snow"", ""ice"", ""dataset"", ""project"", ""state"", ""version"", ""data"", ""science"", ""weather"", ""ship"", ""navigation"", ""event"", ""change"", ""publication""]"
223522D33107C543755441BB3DF03904DB0E84204D79D3E3CB163CAEA93BD05E	22	"[""event"", ""do"", ""trend"", ""image"", ""terrain"", ""species"", ""copyright"", ""system"", ""research"", ""forest"", ""cyclone"", ""radiocarbon"", ""fire"", ""search"", ""change"", ""climate"", ""science"", ""tree"", ""rainfall"", ""map"", ""behavior"", ""monsoon""]"
24F0081CCBEA0A05E38E77166EC17F0728ADC3D1C24E178523816B96F67CAB0D	18	"[""development"", ""distance"", ""plant"", ""management"", ""nursing"", ""degree"", ""phone"", ""agriculture"", ""work"", ""center"", ""extension"", ""human"", ""policy"", ""file"", ""copyright"", ""assessment"", ""vision"", ""history""]"
1778ED3E4B53084449EAAC86C247A63668930069EFE9F45BE0BF449E02F2A713	24	"[""version"", ""snow"", ""measurement"", ""plot"", ""publication"", ""copyright"", ""area"", ""system"", ""ice"", ""experiment"", ""opacity"", ""map"", ""shell"", ""exchange"", ""standard"", ""deposition"", ""dataset"", ""data"", ""day"", ""service"", ""science"", ""microclimate"", ""output"", ""side""]"
25514F04E42F1C65601675C32AABA141266CACB069CC698B91FCA9EAD0390FE4	25	"[""feed"", ""halogen"", ""atmosphere"", ""campaign"", ""measure"", ""ship"", ""cloud"", ""monitoring"", ""inlet"", ""copyright"", ""field"", ""investigate"", ""research"", ""chemical"", ""source"", ""reactivity"", ""investigation"", ""composition"", ""plant"", ""oxidation"", ""particle"", ""work"", ""range"", ""aerosol"", ""chemistry""]"
51EB8C581876C4CCCB4977447B9D67A583E37D2D3480025CAB26F409A4D01993	63	"[""atmosphere"", ""oscillation"", ""facility"", ""expanding"", ""layer"", ""community"", ""radar"", ""bandwidth"", ""weather"", ""research"", ""measure"", ""wavelength"", ""dynamics"", ""extinction"", ""technology"", ""archive"", ""cloud"", ""ground"", ""spectral"", ""current"", ""management"", ""capacity"", ""network"", ""bottom"", ""quality"", ""top"", ""system"", ""reflectivity"", ""lidar"", ""polarization"", ""field"", ""state"", ""air"", ""boundary"", ""type"", ""accuracy"", ""development"", ""project"", ""medium"", ""envelope"", ""aircraft"", ""velocity"", ""fall"", ""front"", ""aviation"", ""precipitation"", ""structure"", ""search"", ""resource"", ""center"", ""particle"", ""science"", ""engineering"", ""ocean"", ""motion"", ""range"", ""vector"", ""aerosol"", ""data"", ""calibrated"", ""discovery"", ""resolution"", ""order""]"
82A496017BCC4AC32F45077C486821E913DBE4C50DEBC6E64D17D569387265D0	8	"[""content"", ""search"", ""set"", ""image"", ""work"", ""height"", ""delay"", ""behavior""]"
F9B5B5002DAA733A9EF2BF828768EE2D7D995C30A085C3B7FF486F01E30C97E5	40	"[""file"", ""period"", ""community"", ""cluster"", ""adaptation"", ""human"", ""content"", ""foraging"", ""lead"", ""altitude"", ""lake"", ""research"", ""current"", ""field"", ""state"", ""complex"", ""role"", ""plateau"", ""animal"", ""policy"", ""valley"", ""discovery"", ""plant"", ""description"", ""version"", ""search"", ""free"", ""death"", ""birth"", ""montane"", ""change"", ""center"", ""climate"", ""interaction"", ""name"", ""work"", ""pdf"", ""river"", ""navigation"", ""history""]"
86909D1EC9B62970C13F16E8B04B9291390A66C091AA9C5A82DACE70D6295444	14	"[""vertical"", ""bottom"", ""receive"", ""surface"", ""current"", ""attitude"", ""acoustic"", ""receiver"", ""transmit"", ""position"", ""estimate"", ""data"", ""horizontal"", ""metadata""]"
AE53693D04D475221F258127532FCF7C8821DD55E4149D1FC78722CB210709B7	10	"[""center"", ""government"", ""budget"", ""disease"", ""volume"", ""state"", ""vision"", ""human"", ""landscape"", ""history""]"
F9C60077A186B5F70988B56D46281971D2B6642DEE02BE9495809E29E94A01D8	6	"[""2d"", ""management"", ""productivity"", ""filter"", ""1d"", ""internet""]"
28EB36868E2BF6E299802D4DC75A4119DDC45E3974AA5D6375069CEEB6757739	25	"[""feedback"", ""division"", ""process"", ""jurisdiction"", ""archive"", ""unit"", ""current"", ""research"", ""access"", ""regulation"", ""health"", ""change"", ""policy"", ""map"", ""diversity"", ""degree"", ""day"", ""structure"", ""search"", ""flow"", ""budget"", ""behavior"", ""release"", ""pdf"", ""navigation""]"
29003D816E23B2224C6738A99B95F71A7D0E8AD3A68883AD7E20ADD4DDCD472A	51	"[""family"", ""inclusion"", ""civil"", ""period"", ""community"", ""weather"", ""trained"", ""return"", ""ship"", ""bay"", ""event"", ""native"", ""content"", ""management"", ""monitoring"", ""campaign"", ""copyright"", ""field"", ""current"", ""equipment"", ""state"", ""spread"", ""health"", ""forest"", ""animal"", ""exposure"", ""local"", ""screening"", ""do"", ""process"", ""diversity"", ""reservoir"", ""break"", ""fruit"", ""epidemic"", ""background"", ""capacity"", ""potential"", ""monitor"", ""training"", ""level"", ""transmission"", ""region"", ""work"", ""well"", ""disease"", ""air"", ""satellite"", ""temperature"", ""vision"", ""history""]"
3B0AA6F7515A7E1AB3AA73956666A870EE4C6345F651E6968F1F6ED0532ACC3C	49	"[""event"", ""classification"", ""inclusion"", ""civil"", ""community"", ""evidence"", ""shape"", ""migration"", ""sense"", ""technology"", ""resilience"", ""city"", ""conversion"", ""sociology"", ""copyright"", ""thunder"", ""research"", ""content"", ""field"", ""state"", ""production"", ""role"", ""policy"", ""local"", ""diversity"", ""theory"", ""degree"", ""time"", ""indigenous"", ""glass"", ""shadow"", ""translation"", ""echo"", ""wall"", ""climate"", ""center"", ""environment"", ""assimilate"", ""science"", ""industry"", ""work"", ""engineering"", ""analysis"", ""inequality"", ""plain"", ""model"", ""consumer"", ""qualitative"", ""history""]"
F89701CEF6BD778B66DA73F3F70BEFEACEF24FB81BE4A7F16B6739DCC8421559	21	"[""function"", ""access"", ""set"", ""force"", ""format"", ""characteristics"", ""archiving"", ""area"", ""charge"", ""collection"", ""face"", ""environment"", ""range"", ""management"", ""role"", ""communication"", ""emergence"", ""technology"", ""order"", ""change"", ""history""]"
117AE495B2AC2ECEF6A3A1D252A600727E5120412183F02B23CB926A77CDB2B5	34	"[""boulder"", ""representation"", ""facility"", ""process"", ""communication"", ""publication"", ""space"", ""altitude"", ""research"", ""current"", ""station"", ""local"", ""profile"", ""do"", ""sunspot"", ""free"", ""output"", ""data"", ""day"", ""building"", ""search"", ""center"", ""tunnel"", ""science"", ""work"", ""well"", ""maximum"", ""reception"", ""flare"", ""comet"", ""model"", ""physics"", ""vision"", ""history""]"
3E1D81E5D17EC3250008DB1944480B84BC68FEAFCD91E31FC60DBC2656D2BCAA	15	"[""product"", ""temperature"", ""pressure"", ""meteorology"", ""divergence"", ""analysis"", ""current"", ""flux"", ""station"", ""cod"", ""moisture"", ""weather"", ""data"", ""wind"", ""surface""]"
4688FE2347FB46A226DF5421C0B83C4E41E5DE098268AD67EFFA1966D9696748	16	"[""2d"", ""set"", ""group"", ""name"", ""source"", ""data"", ""compound"", ""access"", ""header"", ""file"", ""error"", ""variable"", ""return"", ""navigation"", ""loop"", ""documentation""]"
0FDC552685204B591A5D11496E16A4DCE0D87EA17895B1080CF5673EBD7BA19E	35	"[""selection"", ""do"", ""process"", ""engineering"", ""ecology"", ""human"", ""compliance"", ""category"", ""service"", ""top"", ""acceptance"", ""research"", ""environment"", ""civil"", ""state"", ""normal"", ""policy"", ""assessment"", ""map"", ""description"", ""degree"", ""exchange"", ""joint"", ""navigation"", ""key"", ""fall"", ""center"", ""particle"", ""level"", ""evaluation"", ""work"", ""country"", ""position"", ""chemistry"", ""physics""]"
F8F8C71598DB5EF46972FCA4132D74B58C4F1D97DA0833B8A983A8C577839EA3	15	"[""plot"", ""square"", ""capacity"", ""center"", ""family"", ""facility"", ""process"", ""community"", ""content"", ""instrument"", ""base"", ""health"", ""reception"", ""copyright"", ""channel""]"
3D4E89A77AAF2FEA715D40DA4EA7FD0E963BDC73967C72374E3CF73618E50214	46	"[""do"", ""grade"", ""proximity"", ""community"", ""growth"", ""radio"", ""human"", ""technology"", ""content"", ""visualize"", ""service"", ""floor"", ""federal"", ""storage"", ""research"", ""access"", ""equipment"", ""investigation"", ""role"", ""screening"", ""maintenance"", ""transformation"", ""highway"", ""era"", ""development"", ""map"", ""diversity"", ""government"", ""rise"", ""glass"", ""observe"", ""basement"", ""front"", ""parallel"", ""population"", ""building"", ""climate"", ""copyright"", ""car"", ""space"", ""well"", ""analysis"", ""source"", ""science"", ""model"", ""history""]"
2C0AA5FC909FD7C4D2D16FDCB88B0CD854DD85739B129745618516E247822BB3	48	"[""set"", ""force"", ""file"", ""process"", ""communication"", ""energy"", ""focus"", ""community"", ""trained"", ""compliance"", ""trust"", ""agriculture"", ""training"", ""access"", ""management"", ""federal"", ""technology"", ""system"", ""research"", ""current"", ""state"", ""investigation"", ""health"", ""policy"", ""content"", ""tolerance"", ""diversity"", ""human"", ""climate"", ""standard"", ""sustainability"", ""key"", ""fall"", ""constituent"", ""data"", ""building"", ""search"", ""environment"", ""receive"", ""work"", ""budget"", ""analysis"", ""communications"", ""objective"", ""consistency"", ""sustainable"", ""representation"", ""model""]"
0CD9ADDBC13DF9DFA69742E701A20688B58D775FDBCC4786A2136DF949549182	22	"[""cancer"", ""measure"", ""technology"", ""knowledge"", ""copyright"", ""research"", ""current"", ""platform"", ""methodology"", ""fraction"", ""basic"", ""policy"", ""development"", ""exchange"", ""free"", ""data"", ""center"", ""reverse"", ""science"", ""industry"", ""disease"", ""analysis""]"
EDC9D3D73812F2474064ED8B08BB7B91D2C2CFD33DBF6A9A0C7058E6B00C6BF8	3	"[""phone"", ""error"", ""standard""]"
FCA7AA5DCB1C1F4EA1774069477CA82D564CBAC2C2E658CA9B295E0F6A205CB9	51	"[""process"", ""cover"", ""community"", ""sampling"", ""adaptation"", ""file"", ""dawn"", ""event"", ""mix"", ""size"", ""content"", ""archived"", ""sociology"", ""group"", ""lead"", ""source"", ""character"", ""snow"", ""moon"", ""current"", ""field"", ""version"", ""internet"", ""policy"", ""derivative"", ""interpolation"", ""function"", ""do"", ""theory"", ""degree"", ""format"", ""photography"", ""variation"", ""standard"", ""free"", ""device"", ""translation"", ""structure"", ""sound"", ""search"", ""interaction"", ""name"", ""work"", ""well"", ""plot"", ""release"", ""pdf"", ""property"", ""navigation"", ""trailer"", ""history""]"
DFE543B6FF6B8D4FD9ED6B70BBB582792BFB8E0111AAB4DCFEFE2EA036072721	30	"[""selection"", ""inclusion"", ""engineering"", ""quality"", ""archive"", ""size"", ""category"", ""management"", ""copyright"", ""area"", ""top"", ""acceptance"", ""system"", ""content"", ""field"", ""criteria"", ""assessment"", ""development"", ""product"", ""format"", ""government"", ""standard"", ""structure"", ""resource"", ""name"", ""level"", ""country"", ""work"", ""time"", ""pdf""]"
61C9A304C35D4BB16E9D0A1266E8089F5769A39D6C2777576B29EAC6A6DC8B25	15	"[""development"", ""content"", ""feedback"", ""degree"", ""image"", ""system"", ""community"", ""research"", ""access"", ""sustainability"", ""profile"", ""extension"", ""background"", ""health"", ""data""]"
